target_class,class_flip,prediction_gain,avg_actionability
0,0.9636956751346588,0.9539953172206879,0.2558060884475708
1,0.9804340302944183,0.9811406433582306,0.3287092447280884
2,1.0,0.9999858140945435,0.4402664303779602
