target_class,class_flip,prediction_gain,avg_actionability
0,0.7671014666557312,0.7714173793792725,0.27147284150123596
1,0.830143541097641,0.8297352194786072,0.2499992847442627
2,0.7601010203361511,0.7798266112804413,0.2977086901664734
