n_samples_used,class_flip_rate,mean_prediction_gain,median_prediction_gain,mean_L1_sum_norm,mean_L2_norm,mean_num_changed,mean_frac_changed,mean_sparsity,topk_features_global,topk_features_global_mean_pct
20,1.0,0.7802708983421326,0.8437992036342621,0.8276298552751541,0.39222642183303835,8.45,0.49705882352941166,0.5029411764705882,"sqft_lot,grade,bedrooms,sqft_living,condition","17.596,15.000,11.250,8.835,7.500"
