target_class,class_flip,prediction_gain,avg_actionability
0,0.03507246449589729,0.036090461537241936,0.13280635327100754
1,0.13730348646640778,0.1455497220158577,0.07628581672906876
2,0.0,0.0006252141756704077,0.07924832031130791
