target_class,class_flip,prediction_gain,avg_actionability
0,0.8739690184593201,0.865321159362793,0.14938653260469437
1,0.9937500059604645,0.9822137504816055,0.25267986953258514
2,0.9999999701976776,0.9945898354053497,0.14961255714297295
