,class_flip_rate,prediction_gain,actionability
0,1.0,0.9023932218551636,0.3889925181865692
1,1.0,0.8863715529441833,0.2694588303565979
2,1.0,0.8965585231781006,0.37877094745635986
3,1.0,0.8987341523170471,0.3248390853404999
4,1.0,0.9015031456947327,0.3067428767681122
5,1.0,0.9104027152061462,0.30990684032440186
6,1.0,0.9038766026496887,0.32784417271614075
7,1.0,0.8976463675498962,0.3612513542175293
8,1.0,0.9029862880706787,0.35879549384117126
9,1.0,0.8995116949081421,0.3111256957054138
